respondent_id,gender,income_quintile,urban_rural,education,has_account,transactions_90d,uses_credit,uses_savings,cost,distance,documentation,trust,no_credit_history,has_mobile_money,has_utility_account
R009018,male,2,urban,secondary,1,2,0,1,0,0,0,0,0,0,1
R009019,female,1,rural,primary,1,2,1,0,0,0,0,0,0,1,0
R009020,female,5,rural,tertiary,1,2,0,1,0,0,0,0,0,1,0
R009021,male,1,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R009022,male,5,urban,secondary,1,5,1,0,0,0,0,0,0,1,1
R009023,female,2,rural,secondary,1,12,1,0,0,0,0,0,0,1,0
R009024,female,1,urban,secondary,0,0,0,0,1,0,1,0,0,0,0
R009025,female,4,urban,secondary,1,12,0,0,0,0,0,0,0,0,0
R009026,female,1,rural,secondary,1,30,0,0,0,0,0,0,0,1,1
R009027,male,3,urban,none,1,5,1,1,0,0,0,0,0,1,0
R009028,male,4,urban,none,1,12,0,0,0,0,0,0,0,1,0
R009029,female,4,urban,tertiary,1,2,0,1,0,0,0,0,0,1,1
R009030,female,1,urban,primary,1,30,1,1,0,0,0,0,0,0,0
R009031,male,2,urban,secondary,1,30,1,1,0,0,0,0,0,1,1
R009032,male,1,urban,secondary,1,1,0,0,0,0,0,0,0,0,0
R009033,male,4,urban,tertiary,1,30,0,0,0,0,0,0,0,1,1
R009034,female,1,rural,primary,0,0,0,0,1,1,1,1,1,1,1
R009035,female,4,urban,tertiary,1,1,1,0,0,0,0,0,0,1,1
R009036,female,2,rural,secondary,1,12,0,1,0,0,0,0,0,1,0
R009037,male,2,urban,secondary,1,1,0,0,0,0,0,0,0,0,0
R009038,male,1,urban,secondary,0,0,0,0,0,0,0,1,0,1,1
R009039,female,4,urban,tertiary,1,1,0,1,0,0,0,0,0,1,1
R009040,male,3,urban,secondary,1,30,0,0,0,0,0,0,0,0,1
R009041,male,4,rural,secondary,1,12,0,1,0,0,0,0,0,1,0
R009042,male,4,rural,tertiary,1,2,0,0,0,0,0,0,0,0,1
R009043,male,5,urban,primary,1,12,0,1,0,0,0,0,0,0,1
R009044,male,2,rural,primary,0,0,0,0,1,0,1,0,0,0,0
R009045,female,4,urban,primary,1,30,1,1,0,0,0,0,0,1,0
R009046,male,3,urban,secondary,1,2,0,1,0,0,0,0,0,0,0
R009047,male,1,rural,secondary,0,0,0,0,1,1,0,1,0,1,1
R009048,female,3,rural,tertiary,1,1,1,0,0,0,0,0,0,1,1
R009049,male,4,urban,secondary,1,12,1,0,0,0,0,0,0,1,1
R009050,female,1,urban,tertiary,1,1,0,0,0,0,0,0,0,0,0
R009051,female,5,urban,primary,0,0,0,0,1,0,1,1,1,0,1
R009052,female,4,urban,secondary,0,0,0,0,1,0,1,0,0,0,1
R009053,male,1,urban,primary,1,0,1,0,0,0,0,0,0,1,0
R009054,female,2,urban,primary,1,30,0,0,0,0,0,0,0,0,1
R009055,male,1,rural,none,0,0,0,0,1,0,0,0,0,0,1
R009056,male,1,urban,tertiary,1,2,0,1,0,0,0,0,0,1,0
R009057,male,4,rural,secondary,1,12,0,1,0,0,0,0,0,1,1
R009058,female,5,urban,secondary,1,1,1,0,0,0,0,0,0,0,1
R009059,female,1,rural,none,0,0,0,0,0,0,1,0,0,0,0
R009060,male,1,urban,tertiary,1,0,0,1,0,0,0,0,0,1,1
R009061,female,2,rural,primary,0,0,0,0,0,1,0,1,1,1,0
R009062,male,5,urban,primary,1,1,1,1,0,0,0,0,0,1,1
R009063,male,5,urban,secondary,1,1,1,1,0,0,0,0,0,0,1
R009064,female,1,urban,tertiary,1,1,1,0,0,0,0,0,0,0,1
R009065,male,1,rural,secondary,0,0,0,0,1,0,0,0,1,0,0
R009066,male,2,rural,none,1,5,1,0,0,0,0,0,0,0,1
R009067,male,4,rural,secondary,1,1,1,1,0,0,0,0,0,0,1
R009068,male,5,rural,secondary,1,2,1,1,0,0,0,0,0,0,0
R009069,female,1,rural,primary,0,0,0,0,0,0,1,1,1,0,0
R009070,female,2,urban,primary,0,0,0,0,1,0,0,0,0,0,0
R009071,female,4,urban,tertiary,1,1,1,1,0,0,0,0,0,0,0
R009072,male,2,urban,tertiary,1,30,0,0,0,0,0,0,0,1,1
R009073,male,3,urban,secondary,1,30,1,0,0,0,0,0,0,0,1
R009074,male,4,rural,secondary,1,12,0,0,0,0,0,0,0,0,1
R009075,female,1,urban,tertiary,1,5,0,0,0,0,0,0,0,0,1
R009076,male,2,urban,primary,1,2,0,0,0,0,0,0,0,1,1
R009077,female,2,rural,primary,0,0,0,0,1,0,0,0,0,0,0
R009078,male,2,rural,secondary,1,2,0,0,0,0,0,0,0,1,0
R009079,female,2,urban,tertiary,1,12,1,1,0,0,0,0,0,0,0
R009080,male,3,urban,primary,0,0,0,0,0,0,0,0,1,1,1
R009081,male,5,rural,primary,1,5,1,0,0,0,0,0,0,1,1
R009082,female,4,rural,secondary,1,2,0,1,0,0,0,0,0,1,1
R009083,female,4,urban,secondary,1,30,0,0,0,0,0,0,0,1,1
R009084,male,2,rural,primary,0,0,0,0,1,1,0,0,0,1,1
R009085,female,2,urban,secondary,1,1,0,0,0,0,0,0,0,1,0
R009086,female,2,urban,tertiary,1,5,0,0,0,0,0,0,0,1,1
R009087,female,2,rural,secondary,0,0,0,0,1,0,0,1,1,0,0
R009088,female,1,urban,secondary,0,0,0,0,0,0,0,0,1,0,1
R009089,female,1,urban,secondary,1,1,0,0,0,0,0,0,0,0,1
R009090,male,4,urban,tertiary,1,1,0,1,0,0,0,0,0,0,1
R009091,male,1,rural,tertiary,1,5,0,0,0,0,0,0,0,1,0
R009092,female,3,urban,secondary,1,5,0,0,0,0,0,0,0,1,0
R009093,male,4,urban,tertiary,1,12,0,0,0,0,0,0,0,0,1
R009094,female,5,rural,secondary,1,0,0,1,0,0,0,0,0,1,0
R009095,male,2,urban,primary,1,2,0,0,0,0,0,0,0,1,1
R009096,male,1,rural,secondary,0,0,0,0,0,0,1,0,1,0,0
R009097,male,2,rural,tertiary,1,1,1,0,0,0,0,0,0,0,0
R009098,male,5,urban,primary,1,1,1,0,0,0,0,0,0,1,1
R009099,female,5,rural,primary,1,2,0,1,0,0,0,0,0,1,0
R009100,female,2,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R009101,female,1,urban,none,0,0,0,0,0,0,1,1,0,1,1
R009102,female,1,urban,primary,0,0,0,0,0,0,0,1,1,1,1
R009103,female,5,urban,secondary,1,1,0,0,0,0,0,0,0,1,0
R009104,male,3,rural,tertiary,1,5,0,0,0,0,0,0,0,1,0
R009105,male,1,urban,secondary,1,5,1,0,0,0,0,0,0,1,0
R009106,male,4,rural,secondary,1,5,1,1,0,0,0,0,0,1,1
R009107,female,3,rural,primary,1,0,1,0,0,0,0,0,0,0,0
R009108,male,3,urban,none,0,0,0,0,0,0,1,0,0,0,1
R009109,male,1,urban,secondary,1,5,0,0,0,0,0,0,0,0,0
R009110,male,3,urban,secondary,1,0,0,0,0,0,0,0,0,1,0
R009111,male,2,urban,secondary,1,1,1,1,0,0,0,0,0,1,1
R009112,female,2,urban,secondary,1,2,0,0,0,0,0,0,0,1,1
R009113,female,1,rural,secondary,0,0,0,0,1,0,0,0,0,1,1
R009114,male,1,urban,primary,1,5,0,0,0,0,0,0,0,0,0
R009115,male,4,urban,secondary,1,2,1,1,0,0,0,0,0,1,1
R009116,male,3,rural,secondary,1,5,0,0,0,0,0,0,0,1,1
R009117,female,1,rural,primary,1,0,0,0,0,0,0,0,0,0,0
R009118,female,2,rural,secondary,1,30,1,1,0,0,0,0,0,1,0
R009119,male,2,urban,none,0,0,0,0,0,0,1,0,1,1,1
R009120,male,1,rural,none,0,0,0,0,1,0,0,0,1,0,0
R009121,male,1,rural,secondary,0,0,0,0,0,0,1,1,0,1,0
R009122,male,1,rural,secondary,0,0,0,0,1,1,0,1,0,0,0
R009123,female,5,urban,secondary,1,5,1,1,0,0,0,0,0,1,1
R009124,female,4,rural,none,0,0,0,0,0,1,0,1,1,1,0
R009125,male,2,urban,primary,1,12,0,1,0,0,0,0,0,0,0
R009126,female,1,rural,secondary,1,1,0,1,0,0,0,0,0,0,1
R009127,female,2,urban,tertiary,1,5,0,0,0,0,0,0,0,1,0
R009128,male,2,urban,primary,1,5,0,0,0,0,0,0,0,1,0
R009129,male,4,rural,primary,1,5,0,1,0,0,0,0,0,1,1
R009130,female,5,rural,secondary,0,0,0,0,0,1,0,0,1,1,1
R009131,male,3,rural,none,0,0,0,0,1,0,0,0,0,1,0
R009132,female,3,urban,primary,1,5,0,0,0,0,0,0,0,1,1
R009133,male,3,rural,primary,0,0,0,0,1,0,1,0,0,1,1
R009134,female,1,urban,secondary,1,0,0,0,0,0,0,0,0,0,0
R009135,female,2,urban,secondary,1,30,0,0,0,0,0,0,0,1,0
R009136,male,5,rural,primary,1,0,1,0,0,0,0,0,0,1,1
R009137,female,4,urban,secondary,1,12,0,1,0,0,0,0,0,0,0
R009138,male,1,urban,secondary,1,5,1,0,0,0,0,0,0,0,1
R009139,female,4,urban,primary,1,1,0,1,0,0,0,0,0,0,1
R009140,female,5,urban,none,1,0,0,0,0,0,0,0,0,0,1
R009141,female,5,urban,tertiary,1,5,0,1,0,0,0,0,0,1,1
R009142,male,4,rural,secondary,1,1,1,1,0,0,0,0,0,1,0
R009143,male,3,urban,primary,1,1,0,0,0,0,0,0,0,0,1
R009144,female,2,rural,secondary,0,0,0,0,1,1,0,0,1,0,1
R009145,male,5,urban,tertiary,1,2,1,1,0,0,0,0,0,1,1
R009146,male,4,urban,primary,1,30,1,0,0,0,0,0,0,1,1
R009147,male,1,urban,primary,1,30,1,0,0,0,0,0,0,0,0
R009148,female,2,rural,secondary,0,0,0,0,0,1,0,0,1,1,1
R009149,male,3,urban,primary,1,0,0,0,0,0,0,0,0,1,1
R009150,female,2,urban,primary,1,30,1,0,0,0,0,0,0,0,0
R009151,female,1,rural,secondary,1,1,0,0,0,0,0,0,0,0,1
R009152,female,1,urban,secondary,1,1,0,0,0,0,0,0,0,1,0
R009153,male,4,urban,tertiary,1,1,0,1,0,0,0,0,0,0,1
R009154,male,1,urban,primary,0,0,0,0,1,0,1,0,0,0,1
R009155,male,3,rural,primary,1,5,0,0,0,0,0,0,0,1,1
R009156,male,2,urban,secondary,1,30,0,1,0,0,0,0,0,0,0
R009157,male,1,urban,secondary,1,5,1,0,0,0,0,0,0,1,1
R009158,male,1,urban,primary,1,5,0,0,0,0,0,0,0,1,0
R009159,female,3,rural,secondary,1,5,0,0,0,0,0,0,0,1,0
R009160,female,3,rural,primary,1,2,1,0,0,0,0,0,0,1,1
R009161,female,1,urban,primary,0,0,0,0,1,0,0,1,1,0,0
R009162,female,1,urban,none,0,0,0,0,1,0,0,1,0,1,1
R009163,female,1,urban,secondary,1,5,0,0,0,0,0,0,0,0,0
R009164,female,4,urban,tertiary,1,1,0,0,0,0,0,0,0,1,0
R009165,female,4,rural,primary,0,0,0,0,1,0,0,1,1,1,1
R009166,female,5,rural,secondary,1,12,0,1,0,0,0,0,0,0,1
R009167,male,2,rural,none,1,1,0,0,0,0,0,0,0,0,1
R009168,female,3,rural,secondary,0,0,0,0,0,0,0,1,0,1,1
R009169,male,2,urban,tertiary,1,0,0,0,0,0,0,0,0,1,1
R009170,female,2,urban,primary,0,0,0,0,1,0,0,1,0,1,1
R009171,male,1,urban,secondary,1,5,0,0,0,0,0,0,0,0,0
R009172,male,3,urban,tertiary,1,12,0,0,0,0,0,0,0,0,1
R009173,female,2,urban,primary,1,1,0,1,0,0,0,0,0,1,0
R009174,female,3,rural,secondary,0,0,0,0,0,1,0,0,0,1,1
R009175,male,4,rural,primary,0,0,0,0,0,1,1,1,1,0,0
R009176,male,1,rural,tertiary,1,1,0,0,0,0,0,0,0,0,0
R009177,female,1,urban,primary,0,0,0,0,1,1,0,0,0,1,1
R009178,female,2,urban,primary,0,0,0,0,0,0,0,1,0,0,1
R009179,female,1,rural,secondary,0,0,0,0,1,1,0,0,0,1,0
R009180,male,1,rural,primary,1,12,0,0,0,0,0,0,0,0,0
R009181,female,1,urban,none,0,0,0,0,0,0,0,1,1,0,0
R009182,male,4,rural,primary,1,1,0,0,0,0,0,0,0,1,1
R009183,female,2,urban,secondary,1,12,0,0,0,0,0,0,0,1,0
R009184,male,2,urban,tertiary,1,5,1,0,0,0,0,0,0,1,1
R009185,female,4,rural,secondary,1,12,0,1,0,0,0,0,0,0,0
R009186,male,1,urban,secondary,1,1,0,0,0,0,0,0,0,0,0
R009187,female,4,rural,primary,0,0,0,0,0,1,0,0,1,0,0
R009188,male,4,rural,primary,1,2,1,0,0,0,0,0,0,1,0
R009189,male,3,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R009190,male,4,urban,primary,1,2,1,1,0,0,0,0,0,0,0
R009191,female,1,urban,primary,0,0,0,0,0,0,0,1,1,1,0
R009192,male,5,rural,secondary,1,2,0,1,0,0,0,0,0,1,1
R009193,female,4,urban,secondary,1,1,0,1,0,0,0,0,0,1,1
R009194,male,5,rural,secondary,1,12,0,0,0,0,0,0,0,1,1
R009195,male,4,rural,primary,1,5,0,1,0,0,0,0,0,0,0
R009196,male,1,urban,primary,1,30,0,0,0,0,0,0,0,1,1
R009197,male,4,rural,primary,1,1,0,0,0,0,0,0,0,1,0
R009198,female,3,rural,secondary,1,5,1,1,0,0,0,0,0,0,0
R009199,female,3,urban,none,0,0,0,0,1,0,0,0,1,1,0
R009200,male,2,urban,secondary,1,12,0,1,0,0,0,0,0,1,0
R009201,male,1,rural,tertiary,1,5,0,0,0,0,0,0,0,0,0
R009202,female,1,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R009203,male,5,urban,primary,1,5,0,1,0,0,0,0,0,1,1
R009204,male,5,urban,primary,1,2,0,0,0,0,0,0,0,1,1
R009205,male,1,urban,primary,1,12,0,0,0,0,0,0,0,1,1
R009206,male,5,urban,secondary,1,1,0,0,0,0,0,0,0,1,0
R009207,female,4,rural,secondary,1,1,0,1,0,0,0,0,0,1,0
R009208,female,4,rural,primary,1,2,1,1,0,0,0,0,0,1,0
R009209,female,3,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R009210,male,3,urban,primary,1,2,0,1,0,0,0,0,0,1,0
R009211,female,3,urban,secondary,1,12,0,0,0,0,0,0,0,0,1
R009212,female,2,rural,none,0,0,0,0,0,0,0,1,1,1,0
R009213,male,3,rural,tertiary,1,1,0,0,0,0,0,0,0,1,0
R009214,male,1,urban,primary,0,0,0,0,1,0,0,0,0,0,0
R009215,male,4,urban,secondary,1,1,0,1,0,0,0,0,0,0,1
R009216,male,1,urban,secondary,1,5,0,0,0,0,0,0,0,0,1
R009217,male,1,rural,secondary,0,0,0,0,0,1,0,0,0,0,0
R009218,male,4,urban,secondary,1,5,0,1,0,0,0,0,0,1,0
R009219,female,1,rural,primary,0,0,0,0,0,0,0,1,1,0,0
R009220,female,3,urban,none,0,0,0,0,0,0,0,0,0,1,0
R009221,female,1,rural,primary,0,0,0,0,0,1,0,0,0,0,1
R009222,male,3,urban,tertiary,1,30,0,0,0,0,0,0,0,0,0
R009223,female,3,rural,primary,1,12,0,0,0,0,0,0,0,1,1
R009224,female,3,urban,secondary,1,2,0,1,0,0,0,0,0,1,0
R009225,female,5,urban,none,1,1,0,1,0,0,0,0,0,0,1
R009226,female,1,rural,none,0,0,0,0,0,1,1,0,1,1,0
R009227,male,4,rural,primary,1,0,0,0,0,0,0,0,0,0,1
R009228,female,3,urban,primary,0,0,0,0,1,0,1,0,0,0,0
R009229,female,4,rural,primary,1,2,1,1,0,0,0,0,0,0,0
R009230,male,4,urban,secondary,1,2,1,0,0,0,0,0,0,1,1
R009231,male,4,urban,primary,1,5,1,0,0,0,0,0,0,1,0
R009232,female,2,urban,secondary,1,5,0,1,0,0,0,0,0,1,0
R009233,male,1,rural,primary,0,0,0,0,1,1,1,1,0,1,0
R009234,female,1,rural,secondary,0,0,0,0,0,0,0,0,0,1,0
R009235,female,5,rural,primary,0,0,0,0,0,0,0,0,0,1,1
R009236,male,1,urban,primary,1,5,1,0,0,0,0,0,0,0,1
R009237,male,4,urban,secondary,1,2,0,0,0,0,0,0,0,1,1
R009238,female,5,rural,tertiary,1,5,0,1,0,0,0,0,0,0,0
R009239,female,2,urban,primary,1,5,0,0,0,0,0,0,0,1,0
R009240,female,5,urban,secondary,1,5,1,0,0,0,0,0,0,1,1
R009241,male,4,urban,none,1,5,0,0,0,0,0,0,0,1,1
R009242,male,2,rural,primary,1,5,0,0,0,0,0,0,0,1,1
R009243,male,5,rural,secondary,0,0,0,0,1,1,0,0,0,1,1
R009244,female,1,urban,primary,0,0,0,0,0,0,1,0,0,0,1
R009245,female,3,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R009246,female,1,urban,secondary,1,0,0,1,0,0,0,0,0,1,0
R009247,female,4,urban,tertiary,1,5,1,1,0,0,0,0,0,1,1
R009248,female,3,rural,secondary,1,2,1,0,0,0,0,0,0,1,0
R009249,male,2,rural,primary,0,0,0,0,1,0,0,0,0,1,1
R009250,male,2,urban,none,1,1,0,0,0,0,0,0,0,1,1
R009251,male,2,rural,primary,1,12,0,0,0,0,0,0,0,0,0
R009252,female,2,urban,secondary,0,0,0,0,1,0,0,0,0,1,0
R009253,female,3,urban,secondary,1,30,0,1,0,0,0,0,0,0,0
R009254,male,1,urban,secondary,1,2,0,0,0,0,0,0,0,0,1
R009255,female,2,urban,none,0,0,0,0,1,0,1,0,0,0,1
R009256,male,3,rural,secondary,1,2,0,1,0,0,0,0,0,1,0
R009257,male,3,rural,none,0,0,0,0,1,0,1,0,0,0,0
R009258,female,2,urban,secondary,0,0,0,0,1,0,0,0,1,1,1
R009259,female,4,urban,tertiary,1,1,0,0,0,0,0,0,0,1,1
R009260,female,5,rural,primary,1,2,0,0,0,0,0,0,0,1,0
R009261,male,2,urban,none,0,0,0,0,0,0,0,0,1,0,1
R009262,male,4,urban,secondary,1,1,1,0,0,0,0,0,0,0,0
R009263,male,1,rural,tertiary,1,1,0,0,0,0,0,0,0,0,0
R009264,male,3,urban,tertiary,1,2,0,0,0,0,0,0,0,0,0
R009265,male,1,urban,none,0,0,0,0,0,0,0,1,1,1,1
R009266,female,1,urban,secondary,1,5,0,0,0,0,0,0,0,0,0
R009267,male,3,urban,none,0,0,0,0,0,0,0,0,0,0,0
R009268,male,1,urban,tertiary,1,1,0,0,0,0,0,0,0,1,1
R009269,male,5,urban,primary,1,1,0,1,0,0,0,0,0,1,1
R009270,female,1,urban,tertiary,1,1,0,0,0,0,0,0,0,0,0
R009271,male,4,rural,primary,0,0,0,0,0,0,0,0,1,1,1
R009272,male,3,urban,tertiary,1,2,1,0,0,0,0,0,0,0,1
R009273,female,3,urban,none,1,2,0,1,0,0,0,0,0,1,1
R009274,male,4,urban,none,1,2,1,1,0,0,0,0,0,1,1
R009275,male,3,urban,primary,1,12,0,1,0,0,0,0,0,0,0
R009276,male,4,urban,secondary,1,1,1,0,0,0,0,0,0,1,1
R009277,female,2,rural,secondary,1,1,1,1,0,0,0,0,0,0,0
R009278,male,3,urban,secondary,1,12,0,1,0,0,0,0,0,0,1
R009279,female,5,rural,secondary,1,1,1,1,0,0,0,0,0,1,1
R009280,male,3,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R009281,male,5,rural,secondary,1,1,0,1,0,0,0,0,0,1,1
R009282,female,2,rural,none,0,0,0,0,0,1,0,0,1,0,1
R009283,female,3,urban,none,0,0,0,0,1,0,1,0,0,0,1
R009284,female,4,urban,secondary,1,5,1,0,0,0,0,0,0,1,1
R009285,female,5,urban,secondary,1,1,0,0,0,0,0,0,0,1,1
R009286,female,1,urban,secondary,1,0,0,0,0,0,0,0,0,0,1
R009287,female,1,rural,secondary,0,0,0,0,0,0,1,0,0,0,0
R009288,male,5,rural,secondary,1,1,0,1,0,0,0,0,0,1,1
R009289,male,2,rural,secondary,1,12,0,0,0,0,0,0,0,0,0
R009290,female,2,urban,none,0,0,0,0,1,0,1,1,1,1,1
R009291,female,4,rural,tertiary,1,2,0,0,0,0,0,0,0,1,1
R009292,female,2,urban,primary,0,0,0,0,1,1,1,0,1,1,1
R009293,female,4,urban,secondary,1,1,0,0,0,0,0,0,0,1,0
R009294,male,5,urban,secondary,1,0,0,1,0,0,0,0,0,0,1
R009295,female,2,urban,tertiary,1,5,0,0,0,0,0,0,0,0,1
R009296,male,2,rural,secondary,1,30,0,1,0,0,0,0,0,0,0
R009297,female,2,urban,primary,1,12,0,0,0,0,0,0,0,1,1
R009298,male,2,urban,secondary,1,5,0,1,0,0,0,0,0,0,1
R009299,male,1,urban,secondary,1,1,0,0,0,0,0,0,0,0,0
R009300,female,1,urban,secondary,1,1,0,0,0,0,0,0,0,0,1
R009301,male,1,urban,tertiary,1,2,0,0,0,0,0,0,0,0,1
R009302,female,1,rural,secondary,0,0,0,0,0,1,1,0,1,0,1
R009303,male,2,rural,primary,1,12,1,0,0,0,0,0,0,0,0
R009304,female,3,rural,secondary,1,5,1,0,0,0,0,0,0,1,1
R009305,male,3,rural,secondary,0,0,0,0,1,1,0,0,0,1,0
R009306,female,3,urban,none,0,0,0,0,1,0,0,0,0,1,1
R009307,female,2,rural,primary,0,0,0,0,1,0,1,0,1,1,0
R009308,female,2,rural,secondary,1,30,0,1,0,0,0,0,0,0,0
R009309,male,1,rural,tertiary,1,2,0,0,0,0,0,0,0,0,0
R009310,female,1,rural,none,0,0,0,0,1,0,0,0,1,0,0
R009311,male,4,urban,secondary,1,12,1,0,0,0,0,0,0,1,1
R009312,female,2,urban,secondary,1,2,0,0,0,0,0,0,0,1,1
R009313,female,1,rural,tertiary,1,1,0,0,0,0,0,0,0,0,0
R009314,female,2,urban,secondary,1,2,0,0,0,0,0,0,0,1,1
R009315,male,2,rural,primary,1,12,1,1,0,0,0,0,0,0,0
R009316,male,2,urban,secondary,1,5,0,1,0,0,0,0,0,1,1
R009317,female,1,rural,none,0,0,0,0,0,1,0,1,0,1,0
R009318,male,4,rural,secondary,1,2,0,1,0,0,0,0,0,1,1
R009319,male,1,rural,tertiary,0,0,0,0,1,0,1,1,1,1,0
R009320,male,2,urban,primary,0,0,0,0,1,0,0,0,0,0,0
R009321,male,2,rural,secondary,1,2,0,0,0,0,0,0,0,0,0
R009322,male,4,rural,tertiary,1,12,1,1,0,0,0,0,0,1,0
R009323,female,2,rural,secondary,1,0,1,0,0,0,0,0,0,1,0
R009324,female,2,rural,secondary,0,0,0,0,0,1,1,0,1,0,0
R009325,male,1,urban,primary,1,12,0,1,0,0,0,0,0,0,0
R009326,male,2,urban,primary,1,2,1,0,0,0,0,0,0,0,1
R009327,male,2,urban,secondary,1,12,0,1,0,0,0,0,0,1,1
R009328,female,4,rural,primary,1,0,0,0,0,0,0,0,0,0,1
R009329,male,2,urban,secondary,0,0,0,0,0,1,1,0,1,0,1
R009330,male,1,urban,secondary,1,2,0,0,0,0,0,0,0,0,0
R009331,male,2,urban,none,0,0,0,0,1,0,0,0,1,0,1
R009332,female,1,rural,tertiary,1,1,1,0,0,0,0,0,0,0,0
R009333,male,4,urban,tertiary,1,12,0,0,0,0,0,0,0,1,1
R009334,male,4,rural,secondary,0,0,0,0,1,1,1,0,0,1,1
R009335,female,2,rural,tertiary,0,0,0,0,1,1,0,0,1,0,1
R009336,male,3,urban,none,1,5,0,1,0,0,0,0,0,1,1
R009337,male,4,urban,secondary,1,1,1,1,0,0,0,0,0,1,1
R009338,male,4,urban,primary,1,12,1,0,0,0,0,0,0,1,1
R009339,female,1,urban,tertiary,0,0,0,0,1,0,1,0,0,0,0
R009340,female,4,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R009341,female,5,rural,secondary,1,30,0,1,0,0,0,0,0,0,1
R009342,male,4,urban,primary,1,2,0,1,0,0,0,0,0,1,1
R009343,female,3,rural,secondary,0,0,0,0,1,0,1,1,0,1,1
R009344,female,2,rural,primary,0,0,0,0,1,1,0,0,0,0,0
R009345,female,5,urban,tertiary,1,12,0,0,0,0,0,0,0,0,1
R009346,male,1,urban,primary,0,0,0,0,1,0,1,0,1,1,0
R009347,female,4,rural,tertiary,1,0,0,1,0,0,0,0,0,1,1
R009348,female,2,rural,secondary,1,2,1,0,0,0,0,0,0,1,0
R009349,male,1,urban,none,0,0,0,0,0,0,0,1,1,1,1
R009350,female,1,rural,secondary,0,0,0,0,1,1,1,0,1,0,0
R009351,female,3,rural,secondary,1,1,0,1,0,0,0,0,0,1,1
R009352,male,1,urban,none,1,5,0,0,0,0,0,0,0,0,1
R009353,female,4,rural,primary,1,12,1,0,0,0,0,0,0,1,1
R009354,female,2,urban,primary,1,30,0,1,0,0,0,0,0,1,0
R009355,male,2,urban,primary,1,0,0,1,0,0,0,0,0,0,1
R009356,female,5,urban,secondary,1,2,1,0,0,0,0,0,0,1,1
R009357,male,1,rural,tertiary,1,2,0,0,0,0,0,0,0,1,0
R009358,female,1,rural,tertiary,0,0,0,0,0,1,0,0,1,1,1
R009359,female,2,rural,tertiary,1,5,0,0,0,0,0,0,0,1,0
R009360,female,5,urban,secondary,1,1,1,1,0,0,0,0,0,1,1
R009361,female,4,urban,secondary,1,5,0,1,0,0,0,0,0,0,1
R009362,female,5,rural,tertiary,1,30,0,1,0,0,0,0,0,1,1
R009363,female,2,rural,secondary,0,0,0,0,1,1,0,1,1,0,1
R009364,male,2,urban,secondary,0,0,0,0,0,0,1,0,0,1,0
R009365,female,2,rural,secondary,1,2,0,0,0,0,0,0,0,0,1
R009366,male,3,urban,secondary,1,2,0,0,0,0,0,0,0,1,1
R009367,female,3,urban,primary,1,2,0,1,0,0,0,0,0,1,1
R009368,male,5,urban,secondary,1,2,1,0,0,0,0,0,0,1,1
R009369,male,2,rural,secondary,1,0,0,1,0,0,0,0,0,0,1
R009370,female,4,rural,secondary,1,12,1,1,0,0,0,0,0,0,1
R009371,female,4,rural,secondary,1,0,0,1,0,0,0,0,0,0,1
R009372,female,1,urban,secondary,1,5,1,0,0,0,0,0,0,1,1
R009373,female,4,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R009374,female,2,urban,tertiary,0,0,0,0,1,0,1,0,0,0,1
R009375,female,4,rural,primary,1,2,0,0,0,0,0,0,0,0,0
R009376,male,4,urban,secondary,1,12,0,0,0,0,0,0,0,1,1
R009377,female,3,rural,tertiary,1,2,0,0,0,0,0,0,0,1,0
R009378,female,2,rural,tertiary,0,0,0,0,1,0,1,0,0,1,1
R009379,male,3,urban,tertiary,1,2,1,0,0,0,0,0,0,0,1
R009380,male,2,urban,none,1,1,0,0,0,0,0,0,0,0,1
R009381,male,5,rural,none,0,0,0,0,0,1,0,1,0,0,0
R009382,female,3,rural,secondary,1,1,0,1,0,0,0,0,0,1,0
R009383,male,3,rural,tertiary,1,1,1,0,0,0,0,0,0,1,0
R009384,female,3,urban,secondary,1,5,0,0,0,0,0,0,0,1,1
R009385,male,1,rural,primary,0,0,0,0,0,0,0,0,0,0,1
R009386,female,4,rural,secondary,0,0,0,0,1,1,0,0,1,0,1
R009387,male,2,rural,secondary,0,0,0,0,0,1,0,0,1,0,1
R009388,female,4,rural,primary,1,2,0,1,0,0,0,0,0,1,0
R009389,female,5,rural,tertiary,1,5,0,0,0,0,0,0,0,1,1
R009390,female,5,urban,secondary,1,1,0,0,0,0,0,0,0,1,1
R009391,female,5,urban,secondary,1,30,0,0,0,0,0,0,0,1,1
R009392,female,2,urban,tertiary,1,5,0,0,0,0,0,0,0,1,1
R009393,female,5,rural,tertiary,1,5,0,0,0,0,0,0,0,1,0
R009394,female,1,urban,primary,1,12,0,0,0,0,0,0,0,1,0
R009395,male,5,urban,primary,1,5,1,0,0,0,0,0,0,1,0
R009396,male,5,rural,tertiary,1,1,1,0,0,0,0,0,0,1,0
