loan_id,grade,amount,term_months,interest_rate,defaulted,recovery_rate
L006530,B,10000,36,0.0881,0,0.0
L006531,D,500,24,0.1622,0,0.0
L006532,B,2500,24,0.0778,0,0.0
L006533,D,10000,36,0.1459,0,0.0
L006534,C,10000,36,0.106,0,0.0
L006535,C,500,60,0.1072,0,0.0
L006536,B,5000,60,0.0731,0,0.0
L006537,A,2500,24,0.0596,0,0.0
L006538,A,5000,60,0.0504,0,0.0
L006539,D,5000,24,0.1395,0,0.0
L006540,C,5000,24,0.1189,0,0.0
L006541,D,500,60,0.1604,0,0.0
L006542,A,7500,60,0.0567,0,0.0
L006543,C,5000,12,0.0981,0,0.0
L006544,B,5000,12,0.0717,0,0.0
L006545,C,7500,12,0.1067,0,0.0
L006546,E,500,36,0.2003,0,0.0
L006547,E,7500,24,0.197,0,0.0
L006548,C,5000,36,0.1145,0,0.0
L006549,C,2500,12,0.1056,0,0.0
L006550,A,10000,24,0.0554,0,0.0
L006551,A,1000,24,0.0562,0,0.0
L006552,A,10000,12,0.0638,0,0.0
L006553,B,7500,24,0.0769,0,0.0
L006554,E,500,36,0.1926,0,0.0
L006555,A,2500,24,0.0452,0,0.0
L006556,D,2500,36,0.1455,0,0.0
L006557,B,2500,12,0.0791,0,0.0
L006558,E,5000,24,0.1969,0,0.0
L006559,D,500,24,0.1534,0,0.0
L006560,C,1000,24,0.1097,0,0.0
L006561,C,1000,12,0.1206,0,0.0
L006562,C,500,12,0.1042,0,0.0
L006563,A,1000,24,0.0551,0,0.0
L006564,C,500,60,0.1185,1,0.3455
L006565,B,1000,36,0.0721,0,0.0
L006566,C,5000,24,0.1082,0,0.0
L006567,C,5000,24,0.1136,0,0.0
L006568,C,500,60,0.1154,0,0.0
L006569,A,7500,24,0.0549,0,0.0
L006570,D,5000,12,0.1432,0,0.0
L006571,E,2500,24,0.1971,0,0.0
L006572,A,1000,60,0.0515,0,0.0
L006573,A,1000,12,0.052,0,0.0
L006574,C,2500,12,0.1133,0,0.0
L006575,B,500,36,0.0792,0,0.0
L006576,C,5000,12,0.1152,0,0.0
L006577,A,1000,12,0.05,0,0.0
L006578,A,500,60,0.0513,0,0.0
L006579,A,7500,36,0.0484,0,0.0
L006580,D,1000,12,0.156,0,0.0
L006581,C,5000,36,0.1126,0,0.0
L006582,C,500,36,0.1152,0,0.0
L006583,D,10000,12,0.1457,0,0.0
L006584,A,500,12,0.0586,0,0.0
L006585,C,7500,36,0.1068,0,0.0
L006586,A,5000,12,0.0478,0,0.0
L006587,B,5000,24,0.0837,0,0.0
L006588,C,500,60,0.1114,0,0.0
L006589,C,10000,36,0.106,0,0.0
L006590,E,10000,24,0.1934,0,0.0
L006591,C,10000,60,0.1213,0,0.0
L006592,E,5000,36,0.1984,1,0.1794
L006593,A,10000,60,0.0615,0,0.0
L006594,E,500,24,0.2042,0,0.0
L006595,D,2500,60,0.1537,1,0.272
L006596,C,1000,36,0.1035,0,0.0
L006597,D,10000,24,0.1538,0,0.0
L006598,C,5000,24,0.1246,0,0.0
L006599,C,5000,36,0.123,0,0.0
L006600,A,500,36,0.0571,0,0.0
L006601,A,500,36,0.0689,0,0.0
L006602,A,7500,12,0.0639,0,0.0
L006603,C,7500,24,0.1103,0,0.0
L006604,C,7500,12,0.1121,0,0.0
L006605,A,2500,12,0.0521,0,0.0
L006606,A,5000,24,0.0646,0,0.0
L006607,A,7500,60,0.0541,0,0.0
L006608,C,2500,60,0.1165,0,0.0
L006609,B,500,60,0.0814,0,0.0
L006610,E,500,36,0.1914,0,0.0
L006611,E,5000,60,0.1913,0,0.0
L006612,C,10000,36,0.1061,0,0.0
L006613,B,2500,36,0.0814,0,0.0
L006614,A,500,24,0.0548,0,0.0
L006615,B,1000,12,0.0806,1,0.1875
L006616,E,2500,24,0.2089,0,0.0
L006617,B,5000,36,0.0882,0,0.0
L006618,A,10000,12,0.0524,0,0.0
L006619,B,10000,12,0.0897,0,0.0
L006620,B,5000,24,0.0734,0,0.0
L006621,C,1000,24,0.1105,0,0.0
L006622,C,10000,24,0.1072,0,0.0
L006623,A,1000,36,0.0584,0,0.0
L006624,A,500,12,0.0572,0,0.0
L006625,E,5000,12,0.206,0,0.0
L006626,B,500,36,0.0763,0,0.0
L006627,A,500,24,0.0609,0,0.0
L006628,C,2500,36,0.1157,0,0.0
L006629,A,500,60,0.0515,0,0.0
L006630,D,10000,24,0.1525,0,0.0
L006631,C,2500,60,0.1188,0,0.0
L006632,D,5000,24,0.1499,1,0.1823
L006633,A,7500,24,0.0637,0,0.0
L006634,B,500,36,0.0824,0,0.0
L006635,B,1000,36,0.0848,0,0.0
L006636,D,1000,60,0.1535,0,0.0
L006637,D,500,24,0.1529,1,0.1601
L006638,C,7500,12,0.123,0,0.0
L006639,B,7500,60,0.0779,0,0.0
L006640,B,7500,24,0.0845,0,0.0
L006641,A,7500,12,0.0541,0,0.0
L006642,D,500,36,0.1592,0,0.0
L006643,C,2500,60,0.1167,0,0.0
L006644,A,1000,12,0.0566,0,0.0
L006645,A,5000,60,0.0467,0,0.0
L006646,B,500,36,0.0813,0,0.0
L006647,A,2500,12,0.0603,0,0.0
L006648,C,5000,36,0.1093,0,0.0
L006649,E,500,60,0.2119,1,0.0595
L006650,D,2500,60,0.1515,0,0.0
L006651,C,2500,36,0.117,0,0.0
L006652,B,500,12,0.0737,0,0.0
L006653,C,1000,12,0.1086,0,0.0
L006654,A,1000,12,0.0454,0,0.0
L006655,C,500,36,0.1128,0,0.0
L006656,E,2500,60,0.2013,0,0.0
L006657,E,500,24,0.195,1,0.0435
L006658,E,2500,36,0.198,0,0.0
L006659,A,1000,36,0.0553,0,0.0
L006660,B,500,24,0.0683,0,0.0
L006661,C,2500,36,0.1085,0,0.0
L006662,C,500,36,0.1111,0,0.0
L006663,E,10000,12,0.1921,0,0.0
L006664,A,5000,24,0.0608,0,0.0
L006665,C,2500,24,0.1222,0,0.0
L006666,B,5000,60,0.0839,0,0.0
L006667,C,10000,24,0.115,0,0.0
L006668,B,7500,12,0.0873,0,0.0
L006669,C,7500,24,0.1098,0,0.0
L006670,B,7500,60,0.0644,0,0.0
L006671,A,1000,12,0.0475,0,0.0
L006672,C,2500,24,0.1131,0,0.0
L006673,C,10000,60,0.1087,0,0.0
L006674,B,500,24,0.0828,0,0.0
L006675,A,1000,24,0.0664,0,0.0
L006676,C,10000,24,0.1135,0,0.0
L006677,A,2500,12,0.0574,0,0.0
L006678,C,1000,36,0.107,1,0.3356
L006679,B,7500,12,0.0816,0,0.0
L006680,C,7500,60,0.1049,0,0.0
L006681,B,5000,36,0.0847,0,0.0
L006682,C,1000,12,0.1152,0,0.0
L006683,B,2500,36,0.0761,0,0.0
L006684,E,10000,12,0.2032,0,0.0
L006685,B,10000,36,0.0828,0,0.0
L006686,C,500,36,0.1117,0,0.0
L006687,C,1000,60,0.121,1,0.2185
L006688,C,7500,24,0.1229,1,0.3041
L006689,D,10000,24,0.1481,0,0.0
L006690,D,7500,12,0.1574,0,0.0
L006691,D,10000,24,0.1558,0,0.0
L006692,B,10000,36,0.0703,0,0.0
L006693,A,2500,24,0.0618,0,0.0
L006694,A,1000,12,0.0609,0,0.0
L006695,C,1000,60,0.1126,1,0.3783
L006696,D,10000,60,0.1548,0,0.0
L006697,C,10000,12,0.1086,0,0.0
L006698,D,5000,36,0.1461,0,0.0
L006699,D,10000,60,0.147,1,0.248
L006700,B,5000,24,0.0737,0,0.0
L006701,C,10000,36,0.1097,0,0.0
L006702,A,10000,24,0.0538,0,0.0
L006703,B,2500,12,0.0693,0,0.0
L006704,B,10000,60,0.0893,0,0.0
L006705,C,500,36,0.1113,0,0.0
L006706,D,500,24,0.1486,0,0.0
L006707,C,1000,36,0.1168,0,0.0
L006708,A,500,12,0.0463,0,0.0
L006709,C,5000,12,0.1128,0,0.0
L006710,B,1000,24,0.0829,1,0.4252
L006711,A,500,36,0.052,0,0.0
L006712,A,10000,12,0.0515,0,0.0
L006713,E,5000,36,0.1908,1,0.1058
L006714,B,1000,24,0.0926,0,0.0
L006715,A,5000,24,0.05,0,0.0
L006716,A,7500,24,0.0532,0,0.0
L006717,A,500,60,0.0468,0,0.0
L006718,C,5000,36,0.1102,0,0.0
L006719,C,1000,24,0.1085,0,0.0
L006720,D,7500,24,0.1509,0,0.0
L006721,C,10000,24,0.1087,0,0.0
L006722,B,7500,60,0.0805,0,0.0
L006723,D,10000,60,0.1475,0,0.0
L006724,C,1000,12,0.1141,0,0.0
L006725,D,5000,60,0.1484,0,0.0
L006726,A,10000,12,0.046,0,0.0
L006727,B,500,36,0.0674,0,0.0
L006728,A,10000,24,0.0472,0,0.0
L006729,B,5000,60,0.0781,0,0.0
L006730,A,7500,36,0.044,0,0.0
L006731,B,7500,12,0.0878,1,0.1769
L006732,D,1000,60,0.1455,1,0.2034
L006733,C,5000,60,0.121,0,0.0
L006734,D,10000,12,0.1502,0,0.0
L006735,A,7500,60,0.0625,0,0.0
L006736,D,5000,12,0.146,0,0.0
L006737,D,1000,12,0.1428,0,0.0
L006738,B,2500,36,0.0706,0,0.0
L006739,A,2500,60,0.0672,1,0.2861
L006740,E,500,60,0.2068,0,0.0
L006741,C,500,36,0.1107,0,0.0
L006742,A,1000,12,0.058,0,0.0
L006743,D,1000,60,0.1452,0,0.0
L006744,D,5000,24,0.1554,0,0.0
L006745,D,7500,12,0.1448,0,0.0
L006746,C,7500,24,0.1155,0,0.0
L006747,E,500,24,0.207,0,0.0
L006748,B,2500,12,0.0808,0,0.0
L006749,D,2500,24,0.1535,0,0.0
L006750,D,5000,12,0.161,0,0.0
L006751,D,1000,24,0.1484,0,0.0
L006752,A,5000,12,0.0582,0,0.0
L006753,B,7500,60,0.0759,0,0.0
L006754,A,1000,36,0.0565,0,0.0
L006755,A,5000,60,0.0436,0,0.0
L006756,B,5000,36,0.0754,0,0.0
L006757,D,500,36,0.1471,0,0.0
L006758,B,5000,60,0.0768,0,0.0
L006759,C,2500,36,0.1092,0,0.0
L006760,C,7500,60,0.1142,0,0.0
L006761,C,1000,36,0.1107,0,0.0
L006762,B,500,12,0.0784,0,0.0
L006763,D,10000,24,0.1519,0,0.0
L006764,B,1000,12,0.0844,0,0.0
L006765,A,2500,60,0.0476,0,0.0
L006766,D,7500,60,0.1508,0,0.0
L006767,B,7500,60,0.0906,1,0.4167
L006768,B,5000,12,0.0767,0,0.0
L006769,D,1000,24,0.1549,0,0.0
L006770,C,2500,36,0.1141,0,0.0
L006771,A,500,36,0.0508,0,0.0
L006772,B,1000,60,0.0748,0,0.0
L006773,C,2500,24,0.11,0,0.0
L006774,B,2500,36,0.0788,0,0.0
L006775,B,2500,12,0.0763,0,0.0
L006776,A,10000,12,0.0557,0,0.0
L006777,C,2500,60,0.1164,0,0.0
L006778,B,5000,24,0.075,0,0.0
L006779,C,10000,36,0.1072,0,0.0
L006780,D,2500,36,0.149,0,0.0
L006781,B,10000,36,0.0734,0,0.0
L006782,A,2500,24,0.0488,0,0.0
L006783,A,7500,24,0.0621,0,0.0
L006784,B,7500,36,0.0893,0,0.0
L006785,A,5000,36,0.051,0,0.0
L006786,B,10000,36,0.0762,0,0.0
L006787,C,2500,36,0.1093,0,0.0
L006788,A,7500,12,0.0562,0,0.0
L006789,A,2500,12,0.0504,0,0.0
L006790,D,1000,36,0.1424,0,0.0
L006791,D,10000,12,0.1454,0,0.0
L006792,D,500,12,0.145,0,0.0
L006793,D,500,36,0.1506,0,0.0
L006794,C,5000,12,0.0896,0,0.0
L006795,A,1000,36,0.0508,0,0.0
L006796,A,5000,12,0.0513,0,0.0
L006797,A,500,24,0.0504,0,0.0
L006798,C,2500,24,0.1064,0,0.0
L006799,A,2500,36,0.056,0,0.0
L006800,B,5000,60,0.0829,0,0.0
L006801,D,1000,12,0.1522,0,0.0
L006802,A,10000,36,0.0609,0,0.0
L006803,D,7500,12,0.1523,0,0.0
L006804,D,2500,36,0.1542,0,0.0
L006805,C,10000,24,0.1052,0,0.0
L006806,B,2500,24,0.0724,0,0.0
L006807,B,5000,60,0.0774,0,0.0
L006808,B,5000,36,0.0827,0,0.0
L006809,D,10000,36,0.1486,0,0.0
L006810,C,7500,36,0.109,0,0.0
L006811,B,10000,12,0.0821,0,0.0
L006812,B,7500,36,0.0666,0,0.0
L006813,B,2500,36,0.0724,0,0.0
L006814,D,5000,12,0.1514,1,0.1597
L006815,C,7500,12,0.1003,0,0.0
L006816,D,2500,36,0.1477,1,0.0765
L006817,C,5000,60,0.1237,0,0.0
L006818,A,5000,24,0.052,0,0.0
L006819,D,500,60,0.1544,0,0.0
L006820,D,2500,36,0.1457,0,0.0
L006821,C,2500,60,0.1053,0,0.0
L006822,B,500,36,0.0742,0,0.0
L006823,B,7500,36,0.0864,0,0.0
L006824,E,7500,24,0.1952,0,0.0
L006825,B,10000,24,0.0889,0,0.0
L006826,C,2500,24,0.1096,0,0.0
L006827,A,5000,12,0.0579,0,0.0
L006828,D,500,60,0.1437,1,0.1462
L006829,C,500,60,0.0995,0,0.0
L006830,C,10000,12,0.1093,0,0.0
L006831,C,5000,12,0.1052,0,0.0
L006832,C,500,36,0.1121,0,0.0
L006833,B,500,36,0.0793,0,0.0
L006834,B,5000,60,0.0873,0,0.0
L006835,E,5000,12,0.1995,0,0.0
L006836,C,2500,60,0.1172,0,0.0
L006837,C,10000,60,0.1073,0,0.0
L006838,C,5000,12,0.1155,0,0.0
L006839,B,1000,24,0.085,1,0.436
L006840,C,2500,36,0.119,0,0.0
L006841,D,5000,12,0.1508,0,0.0
L006842,E,10000,36,0.1952,0,0.0
L006843,B,2500,12,0.0814,0,0.0
L006844,D,2500,24,0.1464,0,0.0
L006845,B,5000,12,0.0915,0,0.0
L006846,E,2500,36,0.1933,0,0.0
L006847,D,10000,60,0.1432,0,0.0
L006848,C,10000,36,0.1136,0,0.0
L006849,A,10000,12,0.0513,0,0.0
L006850,A,1000,12,0.0509,0,0.0
L006851,B,5000,36,0.0789,0,0.0
L006852,C,7500,60,0.1175,0,0.0
L006853,E,7500,60,0.1988,0,0.0
L006854,C,2500,60,0.1212,1,0.3382
L006855,B,2500,12,0.0763,0,0.0
L006856,C,5000,12,0.1159,0,0.0
L006857,C,2500,60,0.0974,0,0.0
L006858,A,1000,36,0.051,0,0.0
L006859,B,10000,12,0.0814,0,0.0
L006860,D,5000,36,0.1522,1,0.1066
L006861,B,5000,24,0.0788,0,0.0
L006862,C,2500,36,0.1118,1,0.3446
L006863,D,1000,24,0.1545,0,0.0
L006864,C,5000,36,0.1124,0,0.0
L006865,E,5000,36,0.2004,0,0.0
L006866,D,5000,24,0.1493,1,0.2014
L006867,D,2500,60,0.1463,0,0.0
L006868,C,500,12,0.1147,0,0.0
L006869,C,2500,60,0.1154,1,0.1442
L006870,D,500,24,0.1512,0,0.0
L006871,E,5000,24,0.2021,0,0.0
L006872,D,500,24,0.1441,0,0.0
L006873,C,2500,36,0.115,0,0.0
L006874,C,1000,36,0.1126,0,0.0
L006875,B,10000,60,0.0784,0,0.0
L006876,B,10000,24,0.0856,0,0.0
L006877,C,10000,60,0.1041,0,0.0
L006878,D,10000,24,0.1477,0,0.0
L006879,D,5000,12,0.1583,0,0.0
L006880,D,5000,12,0.1602,0,0.0
L006881,A,10000,60,0.0556,0,0.0
L006882,B,7500,60,0.0775,0,0.0
L006883,A,500,60,0.0525,0,0.0
L006884,B,7500,36,0.0779,0,0.0
L006885,B,10000,36,0.0792,0,0.0
L006886,E,2500,24,0.1934,1,0.1554
L006887,C,10000,60,0.1053,0,0.0
L006888,C,10000,36,0.1145,0,0.0
L006889,C,500,60,0.1087,0,0.0
L006890,B,10000,60,0.0842,0,0.0
L006891,B,2500,36,0.0819,0,0.0
L006892,B,7500,12,0.076,0,0.0
L006893,C,2500,36,0.1142,1,0.2538
L006894,E,7500,24,0.1918,0,0.0
L006895,B,10000,36,0.0684,0,0.0
L006896,B,7500,60,0.0718,0,0.0
L006897,B,1000,60,0.0766,0,0.0
L006898,C,10000,60,0.1065,1,0.266
L006899,D,7500,12,0.1525,0,0.0
L006900,C,10000,12,0.1121,0,0.0
L006901,D,10000,36,0.1562,0,0.0
L006902,C,1000,12,0.1121,0,0.0
L006903,C,5000,12,0.1118,0,0.0
L006904,D,7500,36,0.1558,1,0.2648
L006905,B,10000,24,0.0784,0,0.0
L006906,B,7500,60,0.0804,0,0.0
L006907,C,1000,60,0.1098,0,0.0
L006908,E,2500,24,0.1956,0,0.0
L006909,C,2500,24,0.1034,0,0.0
L006910,C,5000,60,0.1097,0,0.0
L006911,B,2500,60,0.0764,0,0.0
L006912,B,500,12,0.08,0,0.0
L006913,C,7500,24,0.1154,0,0.0
L006914,B,2500,60,0.0809,0,0.0
L006915,B,500,24,0.0783,0,0.0
L006916,C,500,36,0.1073,0,0.0
L006917,A,500,12,0.0505,1,0.1529
L006918,C,1000,60,0.1125,0,0.0
L006919,A,5000,24,0.0625,0,0.0
L006920,B,1000,24,0.0873,0,0.0
L006921,C,5000,36,0.1106,0,0.0
L006922,B,1000,12,0.0852,0,0.0
L006923,B,500,12,0.0683,0,0.0
L006924,C,500,24,0.1163,0,0.0
L006925,D,1000,12,0.1538,1,0.3616
L006926,C,1000,36,0.1116,0,0.0
L006927,C,500,36,0.1219,0,0.0
L006928,B,1000,24,0.0769,0,0.0
L006929,B,2500,24,0.0792,0,0.0
L006930,E,2500,12,0.1978,1,0.2587
L006931,C,10000,60,0.1102,0,0.0
L006932,C,500,60,0.1136,0,0.0
L006933,D,7500,24,0.1564,0,0.0
L006934,B,2500,60,0.0783,0,0.0
L006935,D,10000,24,0.1588,0,0.0
L006936,E,7500,36,0.203,1,0.221
L006937,B,7500,60,0.0859,0,0.0
L006938,A,500,24,0.0659,0,0.0
L006939,A,7500,36,0.0634,0,0.0
L006940,B,5000,12,0.0819,0,0.0
L006941,D,10000,24,0.1571,0,0.0
L006942,C,7500,12,0.1117,0,0.0
L006943,A,2500,60,0.0501,0,0.0
L006944,B,2500,60,0.0847,0,0.0
L006945,C,500,60,0.1218,0,0.0
L006946,C,7500,36,0.1147,1,0.1026
L006947,D,2500,12,0.1443,1,0.3177
L006948,B,2500,36,0.0894,0,0.0
L006949,D,10000,36,0.1482,0,0.0
L006950,E,1000,36,0.1917,0,0.0
L006951,D,2500,24,0.1532,0,0.0
L006952,B,2500,24,0.074,0,0.0
L006953,E,500,36,0.1879,1,0.3738
L006954,C,1000,24,0.1074,0,0.0
L006955,B,1000,36,0.0773,0,0.0
L006956,D,1000,24,0.1491,0,0.0
L006957,A,7500,36,0.0549,0,0.0
L006958,D,7500,36,0.1562,0,0.0
L006959,C,2500,24,0.1136,1,0.2897
L006960,B,10000,36,0.0852,0,0.0
L006961,D,7500,24,0.1388,0,0.0
L006962,E,5000,24,0.1997,0,0.0
L006963,D,10000,24,0.1492,0,0.0
L006964,C,7500,36,0.1064,0,0.0
L006965,C,7500,12,0.1054,0,0.0
L006966,C,7500,24,0.1134,0,0.0
L006967,E,1000,60,0.196,0,0.0
L006968,D,10000,36,0.1455,0,0.0
L006969,A,2500,36,0.0542,0,0.0
L006970,A,2500,12,0.0559,0,0.0
L006971,B,10000,12,0.0752,0,0.0
L006972,A,10000,60,0.0502,0,0.0
L006973,C,10000,12,0.1178,0,0.0
L006974,C,1000,12,0.1067,0,0.0
L006975,C,5000,24,0.1131,0,0.0
L006976,C,2500,36,0.1089,0,0.0
L006977,A,500,60,0.0728,0,0.0
L006978,C,500,36,0.1102,1,0.3281
L006979,A,10000,36,0.0488,0,0.0
L006980,B,7500,36,0.0915,0,0.0
L006981,D,10000,24,0.1525,1,0.2434
L006982,D,5000,24,0.1419,1,0.2361
L006983,A,2500,24,0.0587,0,0.0
L006984,C,1000,60,0.1117,0,0.0
L006985,A,1000,24,0.0565,0,0.0
L006986,D,10000,24,0.1532,0,0.0
L006987,B,5000,36,0.0733,0,0.0
L006988,B,5000,12,0.0785,0,0.0
L006989,D,7500,36,0.1518,0,0.0
L006990,A,2500,24,0.0573,0,0.0
L006991,A,500,24,0.0539,0,0.0
L006992,A,5000,24,0.0487,0,0.0
L006993,D,2500,60,0.1422,0,0.0
L006994,A,10000,36,0.0521,0,0.0
L006995,C,500,12,0.1058,0,0.0
L006996,B,10000,60,0.0822,0,0.0
L006997,C,5000,24,0.1147,0,0.0
L006998,D,10000,12,0.1514,0,0.0
L006999,A,2500,12,0.0562,0,0.0
L007000,A,7500,60,0.0492,0,0.0
L007001,B,2500,12,0.0759,0,0.0
L007002,C,500,24,0.1189,0,0.0
L007003,C,2500,24,0.1196,0,0.0
L007004,B,1000,36,0.0715,0,0.0
L007005,B,5000,24,0.0842,0,0.0
L007006,D,2500,24,0.1465,0,0.0
L007007,B,10000,12,0.0747,0,0.0
L007008,B,10000,24,0.0896,0,0.0
L007009,B,10000,12,0.0821,0,0.0
L007010,B,1000,60,0.0756,0,0.0
L007011,A,7500,60,0.0552,0,0.0
L007012,A,1000,24,0.0572,0,0.0
L007013,B,5000,60,0.0756,0,0.0
L007014,B,10000,36,0.0864,0,0.0
L007015,C,2500,36,0.1115,0,0.0
L007016,D,5000,24,0.153,0,0.0
L007017,B,7500,60,0.0786,0,0.0
L007018,D,2500,36,0.159,0,0.0
L007019,B,7500,12,0.0787,0,0.0
L007020,B,1000,24,0.0838,0,0.0
L007021,C,10000,60,0.1056,0,0.0
L007022,B,7500,12,0.0731,0,0.0
L007023,B,1000,60,0.0762,0,0.0
L007024,B,500,36,0.082,0,0.0
L007025,D,10000,60,0.1469,0,0.0
L007026,E,7500,36,0.1878,0,0.0
L007027,E,10000,12,0.2032,0,0.0
L007028,A,10000,60,0.0562,0,0.0
L007029,A,2500,24,0.0582,0,0.0
L007030,B,500,36,0.0796,1,0.3739
L007031,D,7500,36,0.1626,0,0.0
L007032,C,2500,36,0.115,1,0.353
L007033,D,7500,60,0.1516,0,0.0
L007034,B,7500,60,0.0794,1,0.3532
L007035,C,7500,36,0.111,1,0.1231
L007036,B,1000,12,0.0786,0,0.0
L007037,A,1000,24,0.0703,0,0.0
L007038,C,5000,24,0.1062,0,0.0
L007039,D,10000,24,0.1441,0,0.0
L007040,C,1000,12,0.111,0,0.0
L007041,A,10000,60,0.0595,0,0.0
L007042,A,500,24,0.0618,0,0.0
L007043,D,5000,24,0.1492,1,0.1819
L007044,B,10000,60,0.0809,0,0.0
L007045,B,1000,36,0.0814,0,0.0
L007046,C,7500,24,0.1098,0,0.0
L007047,D,10000,60,0.1611,0,0.0
L007048,C,10000,12,0.117,0,0.0
L007049,E,5000,60,0.2003,0,0.0
L007050,B,2500,60,0.0757,0,0.0
L007051,C,2500,24,0.1092,0,0.0
L007052,A,5000,12,0.0528,0,0.0
L007053,C,1000,12,0.1126,0,0.0
L007054,B,10000,24,0.0777,0,0.0
L007055,A,7500,60,0.0594,0,0.0
L007056,C,10000,36,0.1286,0,0.0
L007057,B,500,24,0.0721,0,0.0
L007058,B,500,60,0.0792,0,0.0
L007059,E,7500,36,0.197,0,0.0
L007060,C,2500,24,0.1062,0,0.0
L007061,B,1000,24,0.0889,0,0.0
L007062,C,1000,24,0.1037,0,0.0
L007063,A,7500,36,0.0639,0,0.0
L007064,B,1000,24,0.0725,0,0.0
L007065,D,10000,60,0.1527,0,0.0
L007066,B,1000,60,0.0681,0,0.0
L007067,C,5000,24,0.1068,0,0.0
L007068,B,500,12,0.0799,0,0.0
L007069,B,10000,12,0.0796,0,0.0
L007070,D,5000,12,0.1531,0,0.0
L007071,B,500,36,0.0858,0,0.0
L007072,D,10000,24,0.1487,0,0.0
L007073,B,10000,24,0.0749,0,0.0
L007074,B,5000,60,0.0762,0,0.0
L007075,C,10000,60,0.106,0,0.0
L007076,B,2500,36,0.0731,0,0.0
L007077,B,10000,12,0.0843,1,0.3071
L007078,B,5000,36,0.0888,0,0.0
L007079,D,7500,60,0.1552,0,0.0
L007080,C,10000,12,0.1174,0,0.0
L007081,D,2500,36,0.1504,0,0.0
L007082,A,1000,60,0.058,0,0.0
L007083,B,2500,12,0.0804,0,0.0
L007084,A,2500,12,0.0531,0,0.0
L007085,A,7500,36,0.0611,0,0.0
L007086,A,5000,24,0.0495,0,0.0
L007087,B,500,24,0.0831,0,0.0
L007088,C,500,36,0.1181,0,0.0
L007089,B,5000,12,0.0734,0,0.0
L007090,C,10000,12,0.1189,0,0.0
L007091,E,7500,36,0.1945,1,0.2316
L007092,E,1000,36,0.1977,0,0.0
L007093,A,1000,36,0.0589,0,0.0
L007094,D,5000,36,0.1577,0,0.0
L007095,B,1000,24,0.0756,1,0.2188
L007096,C,1000,60,0.1078,0,0.0
L007097,A,7500,24,0.0553,0,0.0
L007098,A,1000,36,0.0536,0,0.0
L007099,C,7500,60,0.1058,0,0.0
L007100,C,500,36,0.1195,0,0.0
L007101,C,1000,60,0.1082,0,0.0
L007102,E,5000,12,0.1934,1,0.1413
L007103,A,7500,60,0.0513,0,0.0
L007104,C,1000,60,0.1137,0,0.0
L007105,A,5000,12,0.0484,0,0.0
L007106,A,5000,24,0.0501,0,0.0
L007107,D,10000,36,0.1606,0,0.0
L007108,C,10000,12,0.107,0,0.0
L007109,D,5000,60,0.1414,0,0.0
L007110,B,2500,12,0.0779,0,0.0
L007111,A,10000,36,0.0565,0,0.0
L007112,C,5000,60,0.1017,0,0.0
L007113,B,7500,12,0.0848,0,0.0
L007114,D,500,60,0.1502,0,0.0
L007115,A,5000,12,0.0656,0,0.0
L007116,B,500,24,0.0827,0,0.0
L007117,E,2500,60,0.1967,0,0.0
L007118,B,7500,60,0.0851,0,0.0
L007119,C,5000,24,0.1102,0,0.0
L007120,A,500,60,0.0636,0,0.0
L007121,B,7500,60,0.067,0,0.0
L007122,C,500,24,0.1223,0,0.0
L007123,B,7500,60,0.0705,0,0.0
L007124,D,10000,12,0.1515,0,0.0
L007125,B,5000,12,0.0866,0,0.0
L007126,A,1000,12,0.04,0,0.0
L007127,A,10000,12,0.0515,0,0.0
L007128,D,7500,36,0.1538,0,0.0
L007129,E,10000,12,0.1989,0,0.0
L007130,A,10000,24,0.0494,0,0.0
L007131,C,10000,60,0.1132,0,0.0
L007132,D,5000,36,0.1553,0,0.0
L007133,C,7500,36,0.1246,0,0.0
L007134,A,10000,36,0.0479,1,0.546
L007135,E,2500,36,0.1957,1,0.3059
L007136,A,500,12,0.0675,0,0.0
L007137,C,2500,60,0.1056,0,0.0
L007138,A,7500,60,0.0516,0,0.0
L007139,C,2500,60,0.1126,0,0.0
L007140,B,1000,60,0.0771,0,0.0
L007141,D,10000,24,0.1466,0,0.0
L007142,B,5000,36,0.0806,0,0.0
L007143,A,5000,12,0.0573,0,0.0
L007144,A,10000,36,0.0577,0,0.0
L007145,B,7500,24,0.0793,0,0.0
L007146,C,10000,24,0.1137,0,0.0
L007147,E,1000,36,0.1904,0,0.0
L007148,E,5000,60,0.2017,0,0.0
L007149,C,2500,12,0.1238,0,0.0
L007150,A,10000,60,0.0529,0,0.0
L007151,C,1000,60,0.1093,1,0.1604
L007152,A,10000,24,0.049,0,0.0
L007153,D,7500,12,0.1516,0,0.0
L007154,D,7500,36,0.1503,0,0.0
L007155,A,10000,60,0.061,0,0.0
L007156,A,5000,60,0.0474,0,0.0
L007157,B,7500,12,0.0856,0,0.0
L007158,B,2500,24,0.075,0,0.0
L007159,B,2500,12,0.0708,0,0.0
L007160,C,500,24,0.1073,0,0.0
L007161,A,1000,60,0.053,0,0.0
L007162,B,5000,60,0.0772,0,0.0
L007163,C,5000,60,0.1114,0,0.0
L007164,A,500,24,0.0604,0,0.0
L007165,C,5000,36,0.112,0,0.0
L007166,C,500,36,0.1141,0,0.0
L007167,B,5000,12,0.0685,0,0.0
L007168,D,5000,60,0.143,0,0.0
